x,y,t,i,n
24,19,1,0,1
24,20,1,1,1
24,21,1,1,1
24,22,1,0,1
24,23,1,1,1
24,24,1,1,1
24,25,1,0,1
24,26,1,0,1
24,27,1,0,1
24,28,1,0,1
24,29,1,1,1
24,30,1,1,1
24,31,1,1,1
24,32,1,1,1
24,33,1,0,1
24,34,1,0,1
24,35,1,0,1
24,36,1,0,1
24,37,1,0,1
24,38,1,1,1
24,39,1,0,1
24,40,1,0,1
24,41,1,0,1
24,42,1,0,1
24,43,1,0,1
24,44,1,0,1
24,45,1,0,1
24,46,1,0,1
24,47,1,0,1
24,48,1,0,1
24,49,1,0,1
24,50,1,0,1
24,51,1,0,1
24,52,1,0,1
24,53,1,0,1
24,54,1,0,1
24,55,1,0,1
24,56,1,0,1
24,57,1,1,1
24,58,1,0,1
24,59,1,0,1
24,60,1,0,1
1,1,2,1,1
1,2,2,1,1
1,3,2,1,1
1,4,2,1,1
1,5,2,0,1
1,6,2,0,1
1,7,2,0,1
1,8,2,0,1
1,9,2,1,1
1,10,2,0,1
1,11,2,0,1
1,12,2,1,1
1,13,2,0,1
1,14,2,1,1
1,15,2,1,1
1,16,2,0,1
1,17,2,0,1
1,18,2,0,1
1,19,2,1,1
1,20,2,0,1
1,21,2,0,1
1,22,2,1,1
1,23,2,1,1
1,24,2,1,1
1,25,2,0,1
1,26,2,0,1
1,27,2,1,1
1,28,2,0,1
1,29,2,0,1
1,30,2,0,1
1,31,2,0,1
1,32,2,0,1
1,33,2,0,1
1,34,2,1,1
1,35,2,1,1
1,36,2,0,1
1,37,2,0,1
1,38,2,0,1
1,39,2,0,1
1,40,2,1,1
1,41,2,0,1
1,42,2,0,1
1,43,2,0,1
1,44,2,0,1
1,45,2,1,1
1,46,2,0,1
1,47,2,0,1
1,48,2,0,1
1,49,2,1,1
1,50,2,0,1
1,51,2,0,1
1,52,2,1,1
1,53,2,1,1
1,54,2,1,1
1,55,2,0,1
1,56,2,1,1
1,57,2,0,1
1,58,2,0,1
1,59,2,0,1
1,60,2,0,1
2,1,2,0,1
2,2,2,1,1
2,3,2,0,1
2,4,2,0,1
2,5,2,1,1
2,6,2,1,1
2,7,2,1,1
2,8,2,1,1
2,9,2,1,1
2,10,2,0,1
2,11,2,1,1
2,12,2,0,1
2,13,2,0,1
2,14,2,0,1
2,15,2,0,1
2,16,2,1,1
2,17,2,0,1
2,18,2,0,1
2,19,2,0,1
2,20,2,0,1
2,21,2,0,1
2,22,2,0,1
2,23,2,0,1
2,24,2,0,1
2,25,2,0,1
2,26,2,0,1
2,27,2,1,1
2,28,2,0,1
2,29,2,0,1
2,30,2,0,1
2,31,2,0,1
2,32,2,0,1
2,33,2,0,1
2,34,2,1,1
2,35,2,0,1
2,36,2,0,1
2,37,2,1,1
2,38,2,1,1
2,39,2,0,1
2,40,2,0,1
2,41,2,1,1
2,42,2,0,1
2,43,2,1,1
2,44,2,0,1
2,45,2,0,1
2,46,2,1,1
2,47,2,0,1
2,48,2,0,1
2,49,2,0,1
2,50,2,1,1
2,51,2,0,1
2,52,2,0,1
2,53,2,0,1
2,54,2,1,1
2,55,2,1,1
2,56,2,0,1
2,57,2,1,1
2,58,2,0,1
2,59,2,0,1
2,60,2,0,1
3,1,2,1,1
3,2,2,0,1
3,3,2,1,1
3,4,2,0,1
3,5,2,0,1
3,6,2,1,1
3,7,2,1,1
3,8,2,1,1
3,9,2,0,1
3,10,2,0,1
3,11,2,0,1
3,12,2,1,1
3,13,2,0,1
3,14,2,0,1
3,15,2,0,1
3,16,2,0,1
3,17,2,0,1
3,18,2,1,1
3,19,2,1,1
3,20,2,1,1
3,21,2,1,1
3,22,2,1,1
3,23,2,0,1
3,24,2,1,1
3,25,2,1,1
3,26,2,0,1
3,27,2,0,1
3,28,2,0,1
3,29,2,0,1
3,30,2,0,1
3,31,2,1,1
3,32,2,1,1
3,33,2,1,1
3,34,2,0,1
3,35,2,0,1
3,36,2,0,1
3,37,2,0,1
3,38,2,1,1
3,39,2,0,1
3,40,2,0,1
3,41,2,0,1
3,42,2,0,1
3,43,2,0,1
3,44,2,0,1
3,45,2,0,1
3,46,2,0,1
3,47,2,1,1
3,48,2,0,1
3,49,2,1,1
3,50,2,1,1
3,51,2,0,1
3,52,2,0,1
3,53,2,0,1
3,54,2,0,1
3,55,2,0,1
3,56,2,0,1
3,57,2,1,1
3,58,2,0,1
3,59,2,0,1
3,60,2,1,1
4,1,2,1,1
4,2,2,0,1
4,3,2,0,1
4,4,2,1,1
4,5,2,1,1
4,6,2,1,1
4,7,2,0,1
4,8,2,1,1
4,9,2,1,1
4,10,2,1,1
4,11,2,1,1
4,12,2,1,1
4,13,2,1,1
4,14,2,0,1
4,15,2,0,1
4,16,2,1,1
4,17,2,0,1
4,18,2,0,1
4,19,2,1,1
4,20,2,0,1
4,21,2,0,1
4,22,2,0,1
4,23,2,0,1
4,24,2,0,1
4,25,2,0,1
4,26,2,0,1
4,27,2,0,1
4,28,2,0,1
4,29,2,0,1
4,30,2,0,1
4,31,2,0,1
4,32,2,0,1
4,33,2,1,1
4,34,2,0,1
4,35,2,0,1
4,36,2,0,1
4,37,2,0,1
4,38,2,0,1
4,39,2,0,1
4,40,2,1,1
4,41,2,0,1
4,42,2,0,1
4,43,2,0,1
4,44,2,0,1
4,45,2,0,1
4,46,2,1,1
4,47,2,0,1
4,48,2,0,1
4,49,2,1,1
4,50,2,1,1
4,51,2,1,1
4,52,2,1,1
4,53,2,1,1
4,54,2,1,1
4,55,2,1,1
4,56,2,0,1
4,57,2,0,1
4,58,2,0,1
4,59,2,0,1
4,60,2,0,1
5,1,2,0,1
5,2,2,0,1
5,3,2,0,1
5,4,2,0,1
5,5,2,1,1
5,6,2,0,1
5,7,2,1,1
5,8,2,0,1
5,9,2,0,1
5,10,2,1,1
5,11,2,0,1
5,12,2,1,1
5,13,2,0,1
5,14,2,0,1
5,15,2,0,1
5,16,2,0,1
5,17,2,0,1
5,18,2,0,1
5,19,2,0,1
5,20,2,0,1
5,21,2,0,1
5,22,2,0,1
5,23,2,0,1
5,24,2,0,1
5,25,2,0,1
5,26,2,1,1
5,27,2,0,1
5,28,2,0,1
5,29,2,0,1
5,30,2,0,1
5,31,2,0,1
5,32,2,0,1
5,33,2,1,1
5,34,2,0,1
5,35,2,0,1
5,36,2,0,1
5,37,2,0,1
5,38,2,0,1
5,39,2,0,1
5,40,2,0,1
5,41,2,0,1
5,42,2,0,1
5,43,2,0,1
5,44,2,0,1
5,45,2,0,1
5,46,2,1,1
5,47,2,1,1
5,48,2,1,1
5,49,2,0,1
5,50,2,0,1
5,51,2,0,1
5,52,2,0,1
5,53,2,0,1
5,54,2,1,1
5,55,2,0,1
5,56,2,0,1
5,57,2,1,1
5,58,2,0,1
5,59,2,1,1
5,60,2,1,1
6,1,2,1,1
6,2,2,1,1
6,3,2,0,1
6,4,2,1,1
6,5,2,0,1
6,6,2,0,1
6,7,2,1,1
6,8,2,0,1
6,9,2,0,1
6,10,2,0,1
6,11,2,0,1
6,12,2,0,1
6,13,2,1,1
6,14,2,0,1
6,15,2,0,1
6,16,2,0,1
6,17,2,1,1
6,18,2,0,1
6,19,2,0,1
6,20,2,0,1
6,21,2,1,1
6,22,2,1,1
6,23,2,0,1
6,24,2,0,1
6,25,2,0,1
6,26,2,0,1
6,27,2,1,1
6,28,2,1,1
6,29,2,0,1
6,30,2,0,1
6,31,2,0,1
6,32,2,0,1
6,33,2,0,1
6,34,2,0,1
6,35,2,0,1
6,36,2,1,1
6,37,2,1,1
6,38,2,0,1
6,39,2,1,1
6,40,2,0,1
6,41,2,0,1
6,42,2,0,1
6,43,2,0,1
6,44,2,1,1
6,45,2,0,1
6,46,2,0,1
6,47,2,0,1
6,48,2,0,1
6,49,2,0,1
6,50,2,0,1
6,51,2,0,1
6,52,2,0,1
6,53,2,0,1
6,54,2,0,1
6,55,2,0,1
6,56,2,0,1
6,57,2,1,1
6,58,2,1,1
6,59,2,1,1
6,60,2,0,1
7,1,2,0,1
7,2,2,0,1
7,3,2,0,1
7,4,2,0,1
7,5,2,0,1
7,6,2,0,1
7,7,2,1,1
7,8,2,1,1
7,9,2,0,1
7,10,2,0,1
7,11,2,0,1
7,12,2,1,1
7,13,2,1,1
7,14,2,1,1
7,15,2,0,1
7,16,2,1,1
7,17,2,0,1
7,18,2,0,1
7,19,2,0,1
7,20,2,1,1
7,21,2,1,1
7,22,2,1,1
7,23,2,1,1
7,24,2,1,1
7,25,2,1,1
7,26,2,0,1
7,27,2,1,1
7,28,2,1,1
7,29,2,0,1
7,30,2,0,1
7,31,2,1,1
7,32,2,0,1
7,33,2,0,1
7,34,2,1,1
7,35,2,0,1
7,36,2,0,1
7,37,2,0,1
7,38,2,0,1
7,39,2,0,1
7,40,2,0,1
7,41,2,0,1
7,42,2,0,1
7,43,2,1,1
7,44,2,0,1
7,45,2,0,1
7,46,2,0,1
7,47,2,1,1
7,48,2,0,1
7,49,2,1,1
7,50,2,0,1
7,51,2,0,1
7,52,2,0,1
7,53,2,1,1
7,54,2,0,1
7,55,2,0,1
7,56,2,0,1
7,57,2,0,1
7,58,2,0,1
7,59,2,1,1
7,60,2,0,1
8,1,2,1,1
8,2,2,0,1
8,3,2,0,1
8,4,2,0,1
8,5,2,0,1
8,6,2,0,1
8,7,2,0,1
8,8,2,1,1
8,9,2,1,1
8,10,2,0,1
8,11,2,0,1
8,12,2,0,1
8,13,2,1,1
8,14,2,0,1
8,15,2,0,1
8,16,2,1,1
8,17,2,0,1
8,18,2,0,1
8,19,2,0,1
8,20,2,0,1
8,21,2,0,1
8,22,2,0,1
8,23,2,0,1
8,24,2,0,1
8,25,2,0,1
8,26,2,0,1
8,27,2,0,1
8,28,2,0,1
8,29,2,1,1
8,30,2,0,1
8,31,2,0,1
8,32,2,0,1
8,33,2,1,1
8,34,2,1,1
8,35,2,0,1
8,36,2,1,1
8,37,2,0,1
8,38,2,0,1
8,39,2,1,1
8,40,2,0,1
8,41,2,0,1
8,42,2,0,1
8,43,2,0,1
8,44,2,1,1
8,45,2,0,1
8,46,2,0,1
8,47,2,0,1
8,48,2,1,1
8,49,2,1,1
8,50,2,0,1
8,51,2,0,1
8,52,2,1,1
8,53,2,1,1
8,54,2,0,1
8,55,2,1,1
8,56,2,0,1
8,57,2,0,1
8,58,2,0,1
8,59,2,0,1
8,60,2,1,1
9,1,2,0,1
9,2,2,0,1
9,3,2,0,1
9,4,2,0,1
9,5,2,1,1
9,6,2,0,1
9,7,2,0,1
9,8,2,1,1
9,9,2,1,1
9,10,2,0,1
9,11,2,1,1
9,12,2,0,1
9,13,2,0,1
9,14,2,1,1
9,15,2,0,1
9,16,2,0,1
9,17,2,0,1
9,18,2,0,1
9,19,2,0,1
9,20,2,0,1
9,21,2,0,1
9,22,2,0,1
9,23,2,1,1
9,24,2,0,1
9,25,2,1,1
9,26,2,1,1
9,27,2,0,1
9,28,2,0,1
9,29,2,0,1
9,30,2,0,1
9,31,2,0,1
9,32,2,0,1
9,33,2,0,1
9,34,2,1,1
9,35,2,0,1
9,36,2,0,1
9,37,2,0,1
9,38,2,0,1
9,39,2,0,1
9,40,2,0,1
9,41,2,0,1
9,42,2,1,1
9,43,2,1,1
9,44,2,1,1
9,45,2,1,1
9,46,2,1,1
9,47,2,1,1
9,48,2,0,1
9,49,2,0,1
9,50,2,0,1
9,51,2,0,1
9,52,2,0,1
9,53,2,0,1
9,54,2,0,1
9,55,2,1,1
9,56,2,1,1
9,57,2,1,1
9,58,2,0,1
9,59,2,1,1
9,60,2,1,1
10,1,2,0,1
10,2,2,0,1
10,3,2,0,1
10,4,2,0,1
10,5,2,0,1
10,6,2,1,1
10,7,2,0,1
10,8,2,0,1
10,9,2,0,1
10,10,2,0,1
10,11,2,0,1
10,12,2,0,1
10,13,2,1,1
10,14,2,1,1
10,15,2,0,1
10,16,2,1,1
10,17,2,0,1
10,18,2,0,1
10,19,2,0,1
10,20,2,1,1
10,21,2,1,1
10,22,2,0,1
10,23,2,1,1
10,24,2,0,1
10,25,2,0,1
10,26,2,0,1
10,27,2,1,1
10,28,2,0,1
10,29,2,0,1
10,30,2,0,1
10,31,2,0,1
10,32,2,0,1
10,33,2,0,1
10,34,2,0,1
10,35,2,0,1
10,36,2,1,1
10,37,2,1,1
10,38,2,0,1
10,39,2,1,1
10,40,2,1,1
10,41,2,0,1
10,42,2,1,1
10,43,2,1,1
10,44,2,1,1
10,45,2,1,1
10,46,2,1,1
10,47,2,0,1
10,48,2,0,1
10,49,2,0,1
10,50,2,0,1
10,51,2,0,1
10,52,2,1,1
10,53,2,0,1
10,54,2,1,1
10,55,2,0,1
10,56,2,0,1
10,57,2,0,1
10,58,2,1,1
10,59,2,0,1
10,60,2,0,1
11,1,2,0,1
11,2,2,0,1
11,3,2,0,1
11,4,2,1,1
11,5,2,0,1
11,6,2,0,1
11,7,2,0,1
11,8,2,1,1
11,9,2,0,1
11,10,2,1,1
11,11,2,0,1
11,12,2,0,1
11,13,2,1,1
11,14,2,1,1
11,15,2,1,1
11,16,2,0,1
11,17,2,0,1
11,18,2,1,1
11,19,2,0,1
11,20,2,0,1
11,21,2,1,1
11,22,2,0,1
11,23,2,0,1
11,24,2,0,1
11,25,2,1,1
11,26,2,0,1
11,27,2,0,1
11,28,2,0,1
11,29,2,0,1
11,30,2,0,1
11,31,2,0,1
11,32,2,0,1
11,33,2,0,1
11,34,2,0,1
11,35,2,0,1
11,36,2,0,1
11,37,2,0,1
11,38,2,0,1
11,39,2,1,1
11,40,2,0,1
11,41,2,0,1
11,42,2,1,1
11,43,2,1,1
11,44,2,0,1
11,45,2,0,1
11,46,2,0,1
11,47,2,0,1
11,48,2,0,1
11,49,2,0,1
11,50,2,1,1
11,51,2,0,1
11,52,2,0,1
11,53,2,0,1
11,54,2,0,1
11,55,2,1,1
11,56,2,0,1
11,57,2,1,1
11,58,2,0,1
11,59,2,1,1
11,60,2,0,1
12,1,2,1,1
12,2,2,0,1
12,3,2,0,1
12,4,2,0,1
12,5,2,1,1
12,6,2,0,1
12,7,2,0,1
12,8,2,0,1
12,9,2,0,1
12,10,2,0,1
12,11,2,0,1
12,12,2,1,1
12,13,2,0,1
12,14,2,0,1
12,15,2,0,1
12,16,2,1,1
12,17,2,0,1
12,18,2,0,1
12,19,2,0,1
12,20,2,0,1
12,21,2,0,1
12,22,2,0,1
12,23,2,1,1
12,24,2,1,1
12,25,2,0,1
12,26,2,0,1
12,27,2,1,1
12,28,2,1,1
12,29,2,0,1
12,30,2,0,1
12,31,2,0,1
12,32,2,0,1
12,33,2,0,1
12,34,2,1,1
12,35,2,0,1
12,36,2,0,1
12,37,2,1,1
12,38,2,1,1
12,39,2,0,1
12,40,2,0,1
12,41,2,0,1
12,42,2,1,1
12,43,2,0,1
12,44,2,0,1
12,45,2,0,1
12,46,2,0,1
12,47,2,0,1
12,48,2,0,1
12,49,2,0,1
12,50,2,0,1
12,51,2,0,1
12,52,2,0,1
12,53,2,0,1
12,54,2,1,1
12,55,2,1,1
12,56,2,0,1
12,57,2,0,1
12,58,2,0,1
12,59,2,0,1
12,60,2,0,1
13,1,2,0,1
13,2,2,1,1
13,3,2,0,1
13,4,2,0,1
13,5,2,1,1
13,6,2,0,1
13,7,2,1,1
13,8,2,1,1
13,9,2,0,1
13,10,2,0,1
13,11,2,0,1
13,12,2,1,1
13,13,2,0,1
13,14,2,0,1
13,15,2,0,1
13,16,2,0,1
13,17,2,0,1
13,18,2,0,1
13,19,2,0,1
13,20,2,1,1
13,21,2,1,1
13,22,2,0,1
13,23,2,0,1
13,24,2,0,1
13,25,2,0,1
13,26,2,0,1
13,27,2,0,1
13,28,2,0,1
13,29,2,1,1
13,30,2,0,1
13,31,2,0,1
13,32,2,1,1
13,33,2,1,1
13,34,2,0,1
13,35,2,0,1
13,36,2,1,1
13,37,2,1,1
13,38,2,1,1
13,39,2,1,1
13,40,2,0,1
13,41,2,0,1
13,42,2,0,1
13,43,2,0,1
13,44,2,1,1
13,45,2,0,1
13,46,2,0,1
13,47,2,1,1
13,48,2,0,1
13,49,2,0,1
13,50,2,0,1
13,51,2,1,1
13,52,2,1,1
13,53,2,0,1
13,54,2,1,1
13,55,2,1,1
13,56,2,0,1
13,57,2,1,1
13,58,2,1,1
13,59,2,1,1
13,60,2,1,1
14,1,2,0,1
14,2,2,0,1
14,3,2,1,1
14,4,2,0,1
14,5,2,1,1
14,6,2,0,1
14,7,2,1,1
14,8,2,0,1
14,9,2,0,1
14,10,2,0,1
14,11,2,1,1
14,12,2,1,1
14,13,2,0,1
14,14,2,1,1
14,15,2,0,1
14,16,2,0,1
14,17,2,0,1
14,18,2,1,1
14,19,2,0,1
14,20,2,1,1
14,21,2,0,1
14,22,2,1,1
14,23,2,1,1
14,24,2,1,1
14,25,2,0,1
14,26,2,0,1
14,27,2,1,1
14,28,2,0,1
14,29,2,0,1
14,30,2,0,1
14,31,2,0,1
14,32,2,1,1
14,33,2,0,1
14,34,2,0,1
14,35,2,1,1
14,36,2,1,1
14,37,2,0,1
14,38,2,0,1
14,39,2,1,1
14,40,2,0,1
14,41,2,1,1
14,42,2,0,1
14,43,2,0,1
14,44,2,0,1
14,45,2,0,1
14,46,2,1,1
14,47,2,0,1
14,48,2,1,1
14,49,2,0,1
14,50,2,1,1
14,51,2,0,1
14,52,2,1,1
14,53,2,1,1
14,54,2,1,1
14,55,2,0,1
14,56,2,0,1
14,57,2,1,1
14,58,2,0,1
14,59,2,0,1
14,60,2,1,1
15,1,2,0,1
15,2,2,0,1
15,3,2,0,1
15,4,2,0,1
15,5,2,0,1
15,6,2,0,1
15,7,2,0,1
15,8,2,1,1
15,9,2,0,1
15,10,2,0,1
15,11,2,1,1
15,12,2,0,1
15,13,2,0,1
15,14,2,1,1
15,15,2,0,1
15,16,2,1,1
15,17,2,1,1
15,18,2,1,1
15,19,2,1,1
15,20,2,0,1
15,21,2,1,1
15,22,2,1,1
15,23,2,1,1
15,24,2,1,1
15,25,2,0,1
15,26,2,0,1
15,27,2,1,1
15,28,2,0,1
15,29,2,0,1
15,30,2,0,1
15,31,2,1,1
15,32,2,0,1
15,33,2,0,1
15,34,2,1,1
15,35,2,1,1
15,36,2,1,1
15,37,2,0,1
15,38,2,0,1
15,39,2,0,1
15,40,2,0,1
15,41,2,0,1
15,42,2,0,1
15,43,2,1,1
15,44,2,1,1
15,45,2,0,1
15,46,2,0,1
15,47,2,1,1
15,48,2,0,1
15,49,2,0,1
15,50,2,0,1
15,51,2,1,1
15,52,2,0,1
15,53,2,1,1
15,54,2,0,1
15,55,2,1,1
15,56,2,1,1
15,57,2,0,1
15,58,2,0,1
15,59,2,0,1
15,60,2,1,1
16,1,2,1,1
16,2,2,0,1
16,3,2,0,1
16,4,2,0,1
16,5,2,0,1
16,6,2,0,1
16,7,2,0,1
16,8,2,0,1
16,9,2,0,1
16,10,2,0,1
16,11,2,1,1
16,12,2,1,1
16,13,2,0,1
16,14,2,0,1
16,15,2,0,1
16,16,2,0,1
16,17,2,0,1
16,18,2,0,1
16,19,2,0,1
16,20,2,0,1
16,21,2,0,1
16,22,2,1,1
16,23,2,0,1
16,24,2,0,1
16,25,2,0,1
16,26,2,1,1
16,27,2,1,1
16,28,2,0,1
16,29,2,1,1
16,30,2,1,1
16,31,2,0,1
16,32,2,1,1
16,33,2,1,1
16,34,2,1,1
16,35,2,0,1
16,36,2,1,1
16,37,2,1,1
16,38,2,0,1
16,39,2,1,1
16,40,2,1,1
16,41,2,0,1
16,42,2,1,1
16,43,2,0,1
16,44,2,0,1
16,45,2,1,1
16,46,2,0,1
16,47,2,0,1
16,48,2,0,1
16,49,2,0,1
16,50,2,0,1
16,51,2,0,1
16,52,2,0,1
16,53,2,1,1
16,54,2,0,1
16,55,2,0,1
16,56,2,0,1
16,57,2,0,1
16,58,2,0,1
16,59,2,0,1
16,60,2,0,1
17,1,2,0,1
17,2,2,1,1
17,3,2,0,1
17,4,2,0,1
17,5,2,0,1
17,6,2,0,1
17,7,2,1,1
17,8,2,1,1
17,9,2,0,1
17,10,2,1,1
17,11,2,0,1
17,12,2,1,1
17,13,2,0,1
17,14,2,0,1
17,15,2,0,1
17,16,2,1,1
17,17,2,1,1
17,18,2,0,1
17,19,2,1,1
17,20,2,0,1
17,21,2,0,1
17,22,2,1,1
17,23,2,1,1
17,24,2,0,1
17,25,2,0,1
17,26,2,0,1
17,27,2,0,1
17,28,2,1,1
17,29,2,0,1
17,30,2,1,1
17,31,2,0,1
17,32,2,1,1
17,33,2,0,1
17,34,2,1,1
17,35,2,0,1
17,36,2,1,1
17,37,2,1,1
17,38,2,1,1
17,39,2,0,1
17,40,2,0,1
17,41,2,1,1
17,42,2,1,1
17,43,2,1,1
17,44,2,1,1
17,45,2,0,1
17,46,2,0,1
17,47,2,1,1
17,48,2,0,1
17,49,2,0,1
17,50,2,1,1
17,51,2,1,1
17,52,2,1,1
17,53,2,0,1
17,54,2,0,1
17,55,2,0,1
17,56,2,0,1
17,57,2,0,1
17,58,2,1,1
17,59,2,0,1
17,60,2,1,1
18,1,2,1,1
18,2,2,0,1
18,3,2,1,1
18,4,2,0,1
18,5,2,0,1
18,6,2,0,1
18,7,2,0,1
18,8,2,1,1
18,9,2,1,1
18,10,2,0,1
18,11,2,1,1
18,12,2,0,1
18,13,2,0,1
18,14,2,0,1
18,15,2,1,1
18,16,2,0,1
18,17,2,0,1
18,18,2,1,1
18,19,2,1,1
18,20,2,1,1
18,21,2,0,1
18,22,2,0,1
18,23,2,0,1
18,24,2,0,1
18,25,2,1,1
18,26,2,0,1
18,27,2,0,1
18,28,2,0,1
18,29,2,0,1
18,30,2,0,1
18,31,2,0,1
18,32,2,1,1
18,33,2,0,1
18,34,2,1,1
18,35,2,1,1
18,36,2,1,1
18,37,2,1,1
18,38,2,0,1
18,39,2,0,1
18,40,2,1,1
18,41,2,0,1
18,42,2,0,1
18,43,2,0,1
18,44,2,0,1
18,45,2,0,1
18,46,2,0,1
18,47,2,0,1
18,48,2,0,1
18,49,2,0,1
18,50,2,1,1
18,51,2,0,1
18,52,2,0,1
18,53,2,0,1
18,54,2,0,1
18,55,2,0,1
18,56,2,0,1
18,57,2,1,1
18,58,2,0,1
18,59,2,0,1
18,60,2,1,1
19,1,2,1,1
19,2,2,1,1
19,3,2,1,1
19,4,2,0,1
19,5,2,1,1
19,6,2,0,1
19,7,2,1,1
19,8,2,1,1
19,9,2,1,1
19,10,2,0,1
19,11,2,0,1
19,12,2,1,1
19,13,2,0,1
19,14,2,0,1
19,15,2,0,1
19,16,2,0,1
19,17,2,0,1
19,18,2,0,1
19,19,2,0,1
19,20,2,0,1
19,21,2,0,1
19,22,2,1,1
19,23,2,1,1
19,24,2,0,1
19,25,2,0,1
19,26,2,0,1
19,27,2,0,1
19,28,2,0,1
19,29,2,0,1
19,30,2,0,1
19,31,2,1,1
19,32,2,1,1
19,33,2,1,1
19,34,2,0,1
19,35,2,0,1
19,36,2,0,1
19,37,2,1,1
19,38,2,0,1
19,39,2,0,1
19,40,2,1,1
19,41,2,1,1
19,42,2,1,1
19,43,2,0,1
19,44,2,0,1
19,45,2,0,1
19,46,2,1,1
19,47,2,0,1
19,48,2,0,1
19,49,2,0,1
19,50,2,0,1
19,51,2,1,1
19,52,2,1,1
19,53,2,0,1
19,54,2,1,1
19,55,2,1,1
19,56,2,1,1
19,57,2,0,1
19,58,2,1,1
19,59,2,0,1
19,60,2,1,1
20,1,2,0,1
20,2,2,1,1
20,3,2,0,1
20,4,2,0,1
20,5,2,0,1
20,6,2,0,1
20,7,2,1,1
20,8,2,0,1
20,9,2,0,1
20,10,2,1,1
20,11,2,1,1
20,12,2,0,1
20,13,2,0,1
20,14,2,1,1
20,15,2,1,1
20,16,2,1,1
20,17,2,1,1
20,18,2,0,1
20,19,2,1,1
20,20,2,0,1
20,21,2,1,1
20,22,2,1,1
20,23,2,0,1
20,24,2,0,1
20,25,2,0,1
20,26,2,0,1
20,27,2,0,1
20,28,2,1,1
20,29,2,0,1
20,30,2,0,1
20,31,2,0,1
20,32,2,0,1
20,33,2,0,1
20,34,2,0,1
20,35,2,0,1
20,36,2,1,1
20,37,2,1,1
20,38,2,0,1
20,39,2,0,1
20,40,2,1,1
20,41,2,0,1
20,42,2,1,1
20,43,2,0,1
20,44,2,0,1
20,45,2,0,1
20,46,2,0,1
20,47,2,1,1
20,48,2,0,1
20,49,2,0,1
20,50,2,0,1
20,51,2,0,1
20,52,2,0,1
20,53,2,0,1
20,54,2,0,1
20,55,2,0,1
20,56,2,1,1
20,57,2,1,1
20,58,2,1,1
20,59,2,1,1
20,60,2,0,1
21,1,2,0,1
21,2,2,0,1
21,3,2,0,1
21,4,2,0,1
21,5,2,0,1
21,6,2,1,1
21,7,2,0,1
21,8,2,0,1
21,9,2,1,1
21,10,2,0,1
21,11,2,0,1
21,12,2,1,1
21,13,2,0,1
21,14,2,0,1
21,15,2,0,1
21,16,2,1,1
21,17,2,0,1
21,18,2,1,1
21,19,2,0,1
21,20,2,0,1
21,21,2,0,1
21,22,2,0,1
21,23,2,0,1
21,24,2,1,1
21,25,2,0,1
21,26,2,0,1
21,27,2,1,1
21,28,2,0,1
21,29,2,1,1
21,30,2,0,1
21,31,2,0,1
21,32,2,1,1
21,33,2,0,1
21,34,2,0,1
21,35,2,1,1
21,36,2,1,1
21,37,2,1,1
21,38,2,1,1
21,39,2,1,1
21,40,2,1,1
21,41,2,1,1
21,42,2,1,1
21,43,2,1,1
21,44,2,0,1
21,45,2,0,1
21,46,2,1,1
21,47,2,1,1
21,48,2,1,1
21,49,2,0,1
21,50,2,1,1
21,51,2,0,1
21,52,2,1,1
21,53,2,1,1
21,54,2,0,1
21,55,2,0,1
21,56,2,1,1
21,57,2,0,1
21,58,2,1,1
21,59,2,1,1
21,60,2,0,1
22,1,2,0,1
22,2,2,0,1
22,3,2,0,1
22,4,2,0,1
22,5,2,1,1
22,6,2,0,1
22,7,2,1,1
22,8,2,0,1
22,9,2,0,1
22,10,2,0,1
22,11,2,0,1
22,12,2,0,1
22,13,2,1,1
22,14,2,0,1
22,15,2,0,1
22,16,2,0,1
22,17,2,0,1
22,18,2,0,1
22,19,2,0,1
22,20,2,0,1
22,21,2,0,1
22,22,2,1,1
22,23,2,1,1
22,24,2,0,1
22,25,2,0,1
22,26,2,0,1
22,27,2,1,1
22,28,2,0,1
22,29,2,1,1
22,30,2,0,1
22,31,2,0,1
22,32,2,0,1
22,33,2,1,1
22,34,2,0,1
22,35,2,0,1
22,36,2,1,1
22,37,2,0,1
22,38,2,0,1
22,39,2,1,1
22,40,2,1,1
22,41,2,0,1
22,42,2,1,1
22,43,2,0,1
22,44,2,1,1
22,45,2,1,1
22,46,2,1,1
22,47,2,0,1
22,48,2,1,1
22,49,2,1,1
22,50,2,1,1
22,51,2,0,1
22,52,2,0,1
22,53,2,0,1
22,54,2,0,1
22,55,2,1,1
22,56,2,0,1
22,57,2,0,1
22,58,2,0,1
22,59,2,1,1
22,60,2,0,1
23,1,2,0,1
23,2,2,0,1
23,3,2,0,1
23,4,2,0,1
23,5,2,1,1
23,6,2,1,1
23,7,2,0,1
23,8,2,1,1
23,9,2,0,1
23,10,2,0,1
23,11,2,1,1
23,12,2,0,1
23,13,2,0,1
23,14,2,0,1
23,15,2,0,1
23,16,2,1,1
23,17,2,0,1
23,18,2,1,1
23,19,2,1,1
23,20,2,1,1
23,21,2,0,1
23,22,2,0,1
23,23,2,1,1
23,24,2,0,1
23,25,2,1,1
23,26,2,0,1
23,27,2,0,1
23,28,2,0,1
23,29,2,1,1
23,30,2,0,1
23,31,2,0,1
23,32,2,0,1
23,33,2,0,1
23,34,2,0,1
23,35,2,1,1
23,36,2,0,1
23,37,2,0,1
